placekey,location_name,street_address,city,region,postal_code,lat,long,visitor_home_cbgs_ex,count
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,132551603002,8
222-222@8g7-4s3-jy9,Waffle House,8765 Tara Blvd,Jonesboro,GA,30236,33.5158080065231,-84.3635849768126,180973516001,6
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,130570908023,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,130570908042,17
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,130890212112,20
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131171302052,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131171303022,12
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131171303041,32
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131171303053,7
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210101081,16
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210101082,46
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210101181,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114051,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114052,6
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114053,20
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114054,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114101,147
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114102,102
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114103,187
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114111,24
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114112,41
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114114,29
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114115,49
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114121,50
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114122,13
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114123,20
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114141,72
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114142,16
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114143,52
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114144,90
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114191,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114202,8
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114203,9
222-224@8g6-y55-xh5,Waffle House,2850 Holcomb Bridge Rd,Roswell,GA,30022,33.9910780098248,-84.2784290315017,131210114233,8
