fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
8830,1142,1995,11,7,11/7/1995,12:05:00,3,AL,1,35,0,0,0,0,0,31.4,-85.13,0,0,0.1,40,0,1249245.3671858457,3500848.1700624162
8879,1193,1995,11,11,11/11/1995,9:00:00,3,AL,1,36,0,0,0,3,0,31.23,-85.47,0,0,0.1,10,0,1218088.7627596795,3479645.3024075944
8899,1218,1995,12,6,12/6/1995,22:30:00,3,AL,1,37,0,1,0,4,0,31.55,-86.02,0,0,0.4,50,0,1163244.0948701324,3511762.099870414
8912,15,1996,1,11,1/11/1996,18:35:00,3,AL,1,1,1,0,0,0.1,0,31.27,-86.13,31.27,-86.13,1,75,1,1154723.9973229258,3479960.8783054547
8926,26,1996,1,26,1/26/1996,17:27:00,3,AL,1,2,1,3,1,0.1,0,31,-88.23,31,-88.23,2,500,1,955621.8385175737,3439384.1235683407
8936,36,1996,2,19,2/19/1996,15:10:00,3,AL,1,3,0,0,0,0.002,0,31.52,-87.33,31.65,-87.18,13,100,0,1038734.1499642637,3501197.5523933335
8941,74,1996,3,6,3/6/1996,3:20:00,3,AL,1,4,1,0,0,0.1,0,32.55,-87.42,32.57,-87.4,1.5,80,1,1024241.397825277,3615163.1433790037
8942,69,1996,3,6,3/6/1996,3:42:00,3,AL,1,5,3,40,4,8,0,32.42,-87.23,32.5,-86.97,19,400,3,1042900.8042547208,3601677.190579017
8943,70,1996,3,6,3/6/1996,5:12:00,3,AL,1,6,1,0,0,1.25,0,32.38,-86.3,32.38,-86.3,1,80,1,1130843.1431562924,3602365.2455846244
8944,71,1996,3,6,3/6/1996,5:14:00,3,AL,1,7,1,0,0,0.7,0,32.38,-86.3,32.38,-86.3,1.5,80,1,1130843.1431562924,3602365.2455846244
8945,72,1996,3,6,3/6/1996,5:16:00,3,AL,1,8,1,0,0,0.8,0,32.38,-86.3,32.38,-86.3,1.5,80,1,1130843.1431562924,3602365.2455846244
8946,73,1996,3,6,3/6/1996,5:20:00,3,AL,1,9,2,17,2,1.5,0,32.33,-86.13,32.38,-86.08,4,200,2,1147240.5103971956,3597827.692754799
8961,75,1996,3,16,3/16/1996,13:15:00,3,AL,1,10,1,2,0,0.09,0,34.7,-85.8,34.72,-85.77,2,80,1,1160014.5862184416,3863457.0137602193
8974,353,1996,3,18,3/18/1996,16:30:00,3,AL,1,11,0,0,0,0.01,0,31.57,-88.45,31.58,-88.4,4,300,0,931971.9396102176,3501766.503234349
8975,354,1996,3,18,3/18/1996,16:34:00,3,AL,1,12,0,0,0,0.01,0,31.62,-88.3,31.7,-88.25,5,300,0,945987.987570337,3507920.500178399
8977,355,1996,3,18,3/18/1996,17:00:00,3,AL,1,13,1,0,0,0.05,0,31.7,-88.03,31.75,-87.97,3,250,1,971231.4675359249,3517940.0042489977
8978,356,1996,3,18,3/18/1996,17:30:00,3,AL,1,14,0,1,0,0.07,0,31.92,-87.73,31.92,-87.7,3,200,0,998523.2669321412,3543711.659128417
8979,360,1996,3,18,3/18/1996,17:30:00,3,AL,1,15,1,15,0,1,0,31.47,-87.9,31.53,-87.78,8,200,1,984765.709428645,3492973.3575352454
8980,361,1996,3,18,3/18/1996,17:45:00,3,AL,1,16,1,0,0,0.03,0,31.55,-87.7,31.62,-87.62,5,200,1,1003369.7159398933,3502761.7706234576
8981,76,1996,3,18,3/18/1996,18:05:00,3,AL,1,17,1,0,0,0.12,0,32.15,-87.25,32.18,-87.18,4,70,1,1042629.548334206,3571581.361643778
8982,362,1996,3,18,3/18/1996,18:07:00,3,AL,1,18,2,5,0,0.15,0,31.53,-87.45,31.73,-87.32,11,200,2,1027259.5073306673,3501721.888963709
8983,1126,1996,3,18,3/18/1996,18:52:00,3,AL,1,19,1,0,0,0.5,0,32.82,-86.18,32.78,-85.97,6,100,1,1139012.077739688,3652004.9104883475
8984,77,1996,3,18,3/18/1996,19:12:00,3,AL,1,20,1,0,0,0.15,0,32.9,-85.8,32.97,-85.7,6,90,1,1174082.419167981,3663280.4961618255
8985,1127,1996,3,18,3/18/1996,19:12:00,3,AL,1,21,2,2,0,0.1,0,32.15,-86.75,32.3,-86.45,19,100,2,1089893.0002776547,3574224.928285673
8986,78,1996,3,18,3/18/1996,20:05:00,3,AL,1,22,1,0,0,0.15,0,32.5,-86.22,32.5,-86.22,0.9,70,1,1137539.6581031284,3616184.6968965195
8987,1128,1996,3,18,3/18/1996,20:23:00,3,AL,1,23,3,0,0,0.7,0,32.65,-86.02,32.9,-85.8,24,440,3,1155285.471111483,3634086.488332991
9004,135,1996,4,14,4/14/1996,16:38:00,3,AL,1,24,1,0,0,0.2,0,33.13,-88.15,33.13,-88.15,0.5,75,1,952620.2530080379,3676184.0685174316
9039,136,1996,4,20,4/20/1996,11:09:00,3,AL,1,25,0,0,0,0.07,0,33.52,-86.82,33.52,-86.82,0.3,45,0,1074336.4166933955,3726081.631733154
9134,720,1996,9,16,9/16/1996,7:12:00,3,AL,1,26,1,0,0,0.04,0,34.28,-87.28,34.27,-87.27,2,70,1,1026811.8932646249,3808043.182295026
9135,721,1996,9,16,9/16/1996,7:24:00,3,AL,1,27,0,0,0,0.02,0,34.25,-87.18,34.28,-87.15,4,70,0,1036224.6835490585,3805235.2323698816
9150,722,1996,9,16,9/16/1996,19:54:00,3,AL,1,28,0,0,0,0.04,0,33.62,-85.58,33.62,-85.57,2,80,0,1189005.298324405,3744809.277583561
9164,719,1996,9,28,9/28/1996,0:50:00,3,AL,1,29,2,0,0,0.3,0,34.5,-86.25,34.53,-86.22,2.5,80,2,1120188.5074844186,3838346.4109233175
9202,928,1996,11,7,11/7/1996,18:20:00,3,AL,1,30,1,2,0,0.65,0,33.05,-86.3,33.08,-86.25,4,200,1,1126113.9285931718,3676850.307748209
9203,930,1996,11,7,11/7/1996,21:15:00,3,AL,1,31,1,0,0,0.07,0,31.88,-86.38,31.92,-86.37,2.6,200,1,1126727.2859544116,3546309.426645845
9219,929,1996,11,30,11/30/1996,22:45:00,3,AL,1,32,0,0,0,0.2,0,32.8,-86.68,32.85,-86.65,3,50,0,1092215.3395276782,3646852.4481297187
9220,986,1996,12,1,12/1/1996,1:39:00,3,AL,1,33,0,0,0,0.08,0,32.98,-85.97,33,-85.97,2,50,0,1157536.8112169863,3671095.210031638
9227,15,1997,1,5,1/5/1997,0:30:00,3,AL,1,1,0,0,0,0.06,0,34.77,-85.73,34.75,-85.7,2.7,50,0,1165877.6048754212,3871706.0178026715
9228,21,1997,1,5,1/5/1997,6:55:00,3,AL,1,2,2,0,0,0.18,0,31.45,-85.33,31.5,-85.23,6,100,2,1229761.27451271,3505055.09393061
9244,19,1997,1,24,1/24/1997,7:37:00,3,AL,1,3,1,0,0,0.04,0,32.55,-86.32,32.55,-86.3,1.5,50,1,1127768.1711853503,3621145.8707333044
9245,16,1997,1,24,1/24/1997,14:50:00,3,AL,1,4,1,0,0,0.04,0,34.33,-87.28,34.33,-87.28,3,73,1,1026498.324699578,3813597.487471758
9251,17,1997,1,24,1/24/1997,17:00:00,3,AL,1,5,2,10,1,5,0,33.13,-87.57,33.25,-87.43,10,200,2,1006810.1139250263,3678848.2577111446
9264,18,1997,1,28,1/28/1997,0:08:00,3,AL,1,6,2,1,0,0.09,0,33.3,-87.7,33.3,-87.67,2,73,2,993702.9642893148,3697104.0411486104
9269,35,1997,2,21,2/21/1997,9:35:00,3,AL,1,7,0,0,0,0.01,0,33.22,-86.88,33.22,-86.88,0.5,50,0,1070718.07782383,3692414.0050032292
9375,140,1997,4,22,4/22/1997,14:53:00,3,AL,1,8,2,10,0,2.2,0,34.47,-85.9,34.52,-85.85,5,220,2,1152639.3100627754,3837226.942214841
9420,218,1997,5,3,5/3/1997,15:45:00,3,AL,1,9,0,0,0,0,0,34.72,-87.12,34.73,-87.1,1,50,0,1038715.0640547241,3857770.1882182793
9421,219,1997,5,3,5/3/1997,16:02:00,3,AL,1,10,2,12,0,2.3,0,34.77,-87,34.8,-86.97,3.2,73,2,1049390.4857571344,3863977.843517258
9422,220,1997,5,3,5/3/1997,16:26:00,3,AL,1,11,2,1,0,0.6,0,34.87,-86.58,34.88,-86.58,1.3,70,2,1087188.3120982056,3877481.342134488
9423,221,1997,5,3,5/3/1997,16:34:00,3,AL,1,12,0,0,0,0,0,34.65,-86.5,34.65,-86.47,1.3,40,0,1096104.5289588617,3853504.386535272
9424,222,1997,5,3,5/3/1997,16:40:00,3,AL,1,13,0,0,0,0.1,0,34.58,-86.47,34.58,-86.47,1.5,50,0,1099365.9060529268,3845903.117988014
9434,217,1997,5,25,5/25/1997,18:23:00,3,AL,1,14,0,0,0,0,0,34.73,-86.62,34.73,-86.62,0.2,30,0,1084517.4517559782,3861687.743170208
9458,254,1997,6,16,6/16/1997,12:08:00,3,AL,1,15,1,1,0,0.1,0,34.7,-87.55,34.7,-87.5,3,50,1,999396.3871536903,3853320.461478824
9488,397,1997,7,22,7/22/1997,13:48:00,3,AL,1,17,0,0,0,0,0,32.65,-85.37,32.65,-85.37,0.3,23,0,1216452.4349868912,3638317.104649461
9502,398,1997,7,28,7/28/1997,14:45:00,3,AL,1,18,0,0,0,0,0,34.22,-86.58,34.2,-86.57,1,30,0,1091797.7429789603,3805242.0614671353
9522,1083,1997,10,24,10/24/1997,10:00:00,3,AL,1,19,1,0,0,0,0,31.23,-85.75,31.23,-85.75,0.3,73,1,1191319.52621404,3477845.0611807825
9523,1084,1997,10,24,10/24/1997,10:30:00,3,AL,1,20,1,0,0,1,0,31.48,-85.47,31.48,-85.47,0.5,100,1,1216175.2856135159,3507463.382748243
9527,557,1997,10,25,10/25/1997,12:30:00,3,AL,1,21,0,0,0,0.004,0,31.88,-86.7,31.88,-86.7,1,150,0,1096376.7325829288,3544494.353691473
9533,1089,1997,10,25,10/25/1997,17:38:00,3,AL,1,23,0,0,0,0,0,31.3,-85.72,31.3,-85.72,0.2,50,0,1193670.9642875036,3485821.74025682
9534,1090,1997,10,25,10/25/1997,17:50:00,3,AL,1,24,1,2,0,0.25,0,31.2,-85.63,31.2,-85.63,1.5,150,1,1203014.8502764725,3475270.4197625387
9541,570,1997,10,26,10/26/1997,10:00:00,3,AL,1,25,1,0,0,0.15,0,31.15,-85.1,31.15,-85.1,2,150,1,1254114.6305782082,3473225.401436282
9575,590,1997,11,21,11/21/1997,19:40:00,3,AL,1,26,3,0,0,2,0,30.82,-88.07,30.82,-88.07,1,300,3,971807.758214331,3420069.4439448905
9577,591,1997,11,21,11/21/1997,22:45:00,3,AL,1,27,1,0,0,0.25,0,31.27,-86.25,31.27,-86.25,0.5,150,1,1143263.0547085423,3479250.4070957713
9581,574,1997,12,24,12/24/1997,6:39:00,3,AL,1,28,1,1,0,0.25,0,31.05,-85.85,31.05,-85.85,1,100,1,1183059.8358185133,3457197.3466222123
9582,1059,1997,12,24,12/24/1997,7:17:00,3,AL,1,29,2,5,0,0.5,0,31.2,-85.63,31.2,-85.63,3,300,2,1203014.8502764725,3475270.4197625387
9583,554,1997,12,24,12/24/1997,7:26:00,3,AL,1,30,1,4,0,0.25,0,31.33,-85.6,31.33,-85.6,1.5,150,1,1204908.9043250429,3489926.646721996
9627,31,1998,2,22,2/22/1998,8:00:00,3,AL,1,1,0,0,0,0.07,0,31.17,-85.47,31.17,-85.47,0.3,50,0,1218545.9653872887,3472968.8441935237
9702,152,1998,4,8,4/8/1998,9:20:00,3,AL,1,2,1,0,0,0.03,0,31.35,-86.47,31.35,-86.47,0.1,30,1,1121725.6741283203,3486873.9668311174
9705,831,1998,4,8,4/8/1998,18:01:00,3,AL,1,3,3,1,0,0.82,0,33.28,-87.9,33.33,-87.58,19.5,300,3,975161.4314078175,3693951.3330689166
9706,833,1998,4,8,4/8/1998,18:42:00,3,AL,1,4,5,259,32,200.03,0,33.42,-87.35,33.58,-86.87,30.3,1320,5,1025621.6610833267,3712151.614262851
9708,130,1998,4,8,4/8/1998,19:23:00,3,AL,1,5,1,0,0,0.1,0,34.38,-85.98,34.4,-85.97,1.8,100,1,1145968.9598270217,3826703.700490732
9709,117,1998,4,8,4/8/1998,19:56:00,3,AL,1,6,2,12,2,2,0,33.62,-86.48,33.63,-86.25,14.4,200,2,1105283.7375523564,3739141.778628905
9745,119,1998,4,16,4/16/1998,18:25:00,3,AL,1,7,1,0,0,0.03,0,33.67,-88.18,33.7,-88.1,4.9,80,1,947034.8978343531,3736006.7980628894
9746,128,1998,4,16,4/16/1998,19:29:00,3,AL,1,8,0,0,0,0.01,0,33.83,-87.45,33.85,-87.42,1.8,50,0,1013856.5166832296,3757188.7258402435
9747,129,1998,4,16,4/16/1998,19:36:00,3,AL,1,9,0,0,0,0.03,0,33.87,-87.3,33.88,-87.23,4.6,100,0,1027514.7382550305,3762394.6055456796
9748,837,1998,4,16,4/16/1998,19:46:00,3,AL,1,10,1,0,0,0.15,0,33.88,-87.17,33.9,-87.07,5.5,110,1,1039498.1643149168,3764183.382585
9749,123,1998,4,16,4/16/1998,19:57:00,3,AL,1,11,0,0,0,0.03,0,33.92,-87.03,33.92,-86.98,4,80,0,1052211.905723502,3769374.938416502
9750,124,1998,4,16,4/16/1998,20:04:00,3,AL,1,12,1,0,0,0.06,0,33.93,-86.95,33.98,-86.87,5.8,90,1,1059556.3458236526,3770921.4120755424
9751,835,1998,4,16,4/16/1998,20:15:00,3,AL,1,13,1,0,0,0.07,0,34,-86.77,34,-86.72,3.7,100,1,1075754.3215337135,3779701.3052681424
9752,122,1998,4,16,4/16/1998,20:35:00,3,AL,1,14,0,0,0,0.01,0,34.02,-86.4,34.03,-86.37,2.1,80,0,1109859.74599687,3784077.810653579
9753,120,1998,4,16,4/16/1998,20:46:00,3,AL,1,15,1,0,0,0.07,0,34,-86.27,34.02,-86.12,8.4,150,1,1122039.3976571686,3782641.214483801
9754,121,1998,4,16,4/16/1998,21:01:00,3,AL,1,16,1,0,0,0.03,0,34.05,-86.07,34.08,-86.03,3.1,100,1,1140180.2182813217,3789440.747042345
9756,131,1998,4,16,4/16/1998,21:35:00,3,AL,1,17,0,0,0,0.03,0,34.15,-85.68,34.15,-85.67,1.3,80,0,1175477.9385415846,3803089.1047347565
9759,153,1998,4,17,4/17/1998,16:15:00,3,AL,1,18,1,0,0,1,0,31.28,-86.25,31.28,-86.25,1,300,1,1143194.7327705894,3480362.271220626
9761,125,1998,4,18,4/18/1998,15:58:00,3,AL,1,19,1,0,0,0.07,0,33.58,-85.98,33.62,-85.93,4.2,80,1,1152091.187104523,3737750.8281850857
9762,126,1998,4,18,4/18/1998,17:24:00,3,AL,1,20,0,0,0,0,0,32.75,-86.83,32.73,-86.83,1,30,0,1078461.9599077245,3640461.6748880055
9763,127,1998,4,18,4/18/1998,17:45:00,3,AL,1,21,0,0,0,0,0,32.43,-87.23,32.43,-87.23,0.2,30,0,1042840.6122757413,3602788.092590848
9770,1032,1998,5,3,5/3/1998,16:30:00,3,AL,1,22,0,0,0,0.01,0,31.38,-85.93,31.38,-85.93,0.3,30,0,1173039.6270069964,3493407.5357225556
9773,1033,1998,5,4,5/4/1998,0:28:00,3,AL,1,23,0,0,0,0,0,31.18,-85.23,31.18,-85.23,0.2,30,0,1241433.5835275725,3475678.5891495575
9780,237,1998,5,7,5/7/1998,5:03:00,3,AL,1,24,1,0,0,0.1,0,34.9,-86.75,34.9,-86.75,1.5,50,1,1071409.1965877982,3879826.727796729
9781,238,1998,5,7,5/7/1998,5:27:00,3,AL,1,25,1,0,0,0.11,0,34.9,-86.43,34.9,-86.43,2,80,1,1100708.640367472,3881710.103628351
9825,239,1998,5,9,5/9/1998,18:09:00,3,AL,1,26,0,0,0,0.05,0,33.28,-88.12,33.28,-88.1,2.2,50,0,954644.0047343627,3692968.2912809905
9826,960,1998,5,9,5/9/1998,18:20:00,3,AL,1,27,0,0,0,0.04,0,33.3,-87.9,33.3,-87.8,6.5,70,0,975052.6396483217,3696172.1511112624
9883,515,1998,6,23,6/23/1998,14:00:00,3,AL,1,28,1,0,0,0.15,0,31.12,-85.6,31.12,-85.6,2.5,30,1,1206482.08363717,3466562.300730824
9930,682,1998,9,19,9/19/1998,13:00:00,3,AL,1,29,0,0,0,0,0,30.28,-87.68,30.28,-87.68,0.1,30,0,1012019.0755386079,3361819.908908743
9941,683,1998,9,27,9/27/1998,16:55:00,3,AL,1,30,0,0,0,0.003,0,30.67,-87.75,30.67,-87.75,0.1,30,0,1003254.3607399878,3404812.212711036
9942,684,1998,9,28,9/28/1998,7:05:00,3,AL,1,31,0,0,0,0.01,0,31.25,-86.3,31.25,-86.3,0.2,50,0,1138623.605779064,3476734.5057277237
9943,685,1998,9,28,9/28/1998,7:45:00,3,AL,1,32,0,0,0,0.03,0,31.35,-86.42,31.35,-86.42,0.5,50,0,1126495.8117932968,3487159.15166571
9946,1305,1998,9,28,9/28/1998,12:57:00,3,AL,1,33,1,0,0,0.07,0,31.63,-86.17,31.67,-86.17,2.6,30,1,1148401.8562154013,3519752.3358623325
9947,688,1998,9,28,9/28/1998,13:05:00,3,AL,1,34,1,0,0,0.1,0,31.78,-86.23,31.78,-86.23,0.5,50,1,1141653.2103778932,3536073.1913266946
9948,1298,1998,9,28,9/28/1998,13:06:00,3,AL,1,35,0,0,0,0.004,0,31.63,-85.77,31.68,-85.82,5,50,0,1186464.1158455475,3522214.0028662398
9949,687,1998,9,28,9/28/1998,13:10:00,3,AL,1,36,1,0,0,0.05,0,31.72,-86.27,31.72,-86.27,0.5,50,1,1138268.4871339663,3529165.506510665
9950,689,1998,9,28,9/28/1998,13:10:00,3,AL,1,37,1,0,0,0.05,0,31.85,-86.2,31.85,-86.2,0.5,50,1,1144013.2414023052,3544034.886184537
9951,1299,1998,9,28,9/28/1998,13:18:00,3,AL,1,38,0,0,0,0.004,0,31.72,-85.75,31.8,-85.75,6,50,0,1187698.8116574408,3532352.140746122
9952,1302,1998,9,28,9/28/1998,13:47:00,3,AL,1,39,0,0,0,0.04,0,32.13,-86.5,32.17,-86.58,6,50,0,1113666.7071571613,3573407.2927915356
9953,1300,1998,9,28,9/28/1998,13:53:00,3,AL,1,40,0,0,0,0.07,0,32,-85.78,32.05,-85.83,7,70,0,1182763.6319988007,3563306.587091239
9954,1344,1998,9,28,9/28/1998,14:30:00,3,AL,1,41,0,0,0,0.03,0,31.45,-85.65,31.45,-85.65,0.3,30,0,1199236.931865226,3502955.4029306457
9955,1303,1998,9,28,9/28/1998,14:44:00,3,AL,1,42,0,0,0,0.01,0,32.07,-85.72,32.1,-85.72,4,40,0,1187923.274987799,3571476.5480567636
9957,1304,1998,9,28,9/28/1998,16:19:00,3,AL,1,43,0,0,0,0.02,0,32.57,-86.18,32.6,-86.22,3,50,0,1140807.8355991472,3624209.087095817
9958,1116,1998,9,28,9/28/1998,16:26:00,3,AL,1,44,0,0,0,0,0,32.47,-85.2,32.47,-85.12,2,30,0,1233933.0175958453,3619455.3514435827
9959,1347,1998,9,28,9/28/1998,19:00:00,3,AL,1,45,0,0,0,0.07,0,31.42,-85.33,31.42,-85.33,0.5,40,0,1229995.7808016723,3501716.462563778
9960,1343,1998,9,28,9/28/1998,19:35:00,3,AL,1,46,0,0,0,0.15,0,31.48,-85.47,31.48,-85.47,0.3,40,0,1216175.2856135159,3507463.382748243
9962,1345,1998,9,29,9/29/1998,1:30:00,3,AL,1,47,1,3,0,0.1,0,31.12,-86.05,31.12,-86.05,1,60,1,1163418.6363979531,3463760.324895217
9963,1341,1998,9,29,9/29/1998,1:40:00,3,AL,1,48,1,0,0,1.5,0,31.32,-85.85,31.32,-85.85,1,80,1,1181108.9883502438,3487229.6354976483
9964,1342,1998,9,29,9/29/1998,1:45:00,3,AL,1,49,1,0,0,0.5,0,31.38,-85.93,31.38,-85.93,1,50,1,1173039.6270069964,3493407.5357225556
9965,1346,1998,9,29,9/29/1998,1:45:00,3,AL,1,50,1,0,0,0.05,0,31.03,-85.88,31.03,-85.88,3,50,1,1180330.1957559292,3454787.2722853227
10164,9,1999,1,22,1/22/1999,15:39:00,3,AL,1,4,0,0,0,0,0,34.58,-87.82,34.58,-87.82,0.3,30,0,975317.921384882,3838682.7350562634
10165,8,1999,1,22,1/22/1999,15:43:00,3,AL,1,3,0,0,0,0,0,34.68,-87.67,34.7,-87.67,1,30,0,988507.1146317204,3850508.010911623
10166,10,1999,1,22,1/22/1999,16:43:00,3,AL,1,5,0,0,0,0,0,34.37,-87.05,34.37,-87.05,0.3,30,0,1047434.6168684646,3819263.315127639
10167,6,1999,1,22,1/22/1999,16:52:00,3,AL,1,1,0,0,0,0.01,0,33.83,-87.67,33.83,-87.65,0.2,30,0,993464.532626205,3756107.535806414
10169,7,1999,1,22,1/22/1999,17:15:00,3,AL,1,2,1,0,0,0.09,0,34.17,-87.47,34.18,-87.45,1.5,0,1,1009957.9577342795,3794853.2760422095
10181,130,1999,2,23,2/23/1999,17:45:00,3,AL,1,6,0,0,0,0.01,0,30.48,-87.7,30.48,-87.67,2,30,0,1009049.4701257276,3383939.104693996
10186,151,1999,2,27,2/27/1999,17:55:00,3,AL,1,8,2,0,0,0.14,0,34.9,-87.48,34.93,-87.47,1.7,150,2,1004592.3500429471,3875886.0611441853
10187,150,1999,2,27,2/27/1999,18:25:00,3,AL,1,7,0,0,0,0.01,0,34.1,-87.42,34.1,-87.42,0.5,30,0,1015000.447722944,3787330.1108079534
10188,152,1999,2,27,2/27/1999,19:15:00,3,AL,1,9,2,1,0,0.09,0,33.93,-86.65,33.93,-86.65,0.4,50,2,1087344.881745147,3772606.5141934776
10189,153,1999,2,27,2/27/1999,19:51:00,3,AL,1,10,0,0,0,0.03,0,33.95,-86.08,33.93,-86.05,1.3,50,0,1140009.3617540854,3778259.597822404
10197,218,1999,3,3,3/3/1999,2:15:00,3,AL,1,11,0,0,0,0.06,0,31.25,-86.3,31.25,-86.3,2,20,0,1138623.605779064,3476734.5057277237
10219,219,1999,3,13,3/13/1999,20:30:00,3,AL,1,12,1,0,0,0.1,0,31.3,-86.48,31.3,-86.48,9,50,1,1121101.940580074,3481259.0790169686
10247,223,1999,4,15,4/15/1999,1:00:00,3,AL,1,13,0,0,0,0.1,0,31.92,-87.73,31.92,-87.73,3,150,0,998523.2669321412,3543711.659128417
10268,241,1999,4,27,4/27/1999,12:40:00,3,AL,1,14,0,0,0,0.01,0,34.47,-85.93,34.47,-85.93,0.5,0,0,1149876.6334483007,3837032.5912786173
10269,242,1999,4,27,4/27/1999,13:05:00,3,AL,1,15,0,0,0,0.004,0,34.5,-85.87,34.5,-85.87,0.3,0,0,1155165.7797981976,3840758.004907081
10295,304,1999,5,7,5/7/1999,12:06:00,3,AL,1,16,0,0,0,0.001,0,32.5,-86.45,32.5,-86.45,0.5,0,0,1115871.5498498958,3614824.1884905454
10297,305,1999,5,7,5/7/1999,14:28:00,3,AL,1,17,0,0,0,0,0,32.62,-85.98,32.62,-85.98,0.1,20,0,1159270.0929235227,3630999.6784043154
10298,306,1999,5,7,5/7/1999,14:30:00,3,AL,1,18,0,0,0,0,0,32.62,-85.98,32.62,-85.98,0.1,20,0,1159270.0929235227,3630999.6784043154
10313,346,1999,5,31,5/31/1999,14:42:00,3,AL,1,20,0,0,0,0,0,30.28,-87.68,30.28,-87.68,0.1,20,0,1012019.0755386079,3361819.908908743
10370,665,1999,10,9,10/9/1999,3:20:00,3,AL,1,23,0,0,0,0.04,0,30.7,-88.17,30.7,-88.17,0.7,200,0,962802.3903312881,3406329.119763975
10371,664,1999,10,9,10/9/1999,4:15:00,3,AL,1,22,1,0,0,0.1,0,30.82,-88.07,30.82,-88.07,2.5,300,1,971807.758214331,3420069.4439448905
10394,4,2000,1,9,1/9/2000,15:56:00,3,AL,1,1,0,1,0,0.02,0,32.3,-86.33,32.3,-86.33,0.1,20,0,1128569.3922716565,3593293.888929951
10395,5,2000,1,9,1/9/2000,16:22:00,3,AL,1,2,0,0,0,0,0,32.05,-85.52,32.05,-85.48,1,30,0,1207023.6915632556,3570554.352398824
10396,3,2000,1,9,1/9/2000,23:05:00,3,AL,1,3,1,0,0,0.5,0,32.05,-87.78,32.05,-87.7,6.5,300,1,993089.0044147803,3557917.6921319594
10398,38,2000,2,13,2/13/2000,15:00:00,3,AL,1,4,1,0,0,0.1,0,32.08,-86.3,32.2,-86.17,11.4,300,1,1132932.793577497,3569012.765537137
10399,641,2000,2,13,2/13/2000,15:30:00,3,AL,1,5,0,0,0,0.02,0,32.18,-86.02,32.22,-85.97,3,100,0,1158715.6825541107,3581821.8913038056
10400,39,2000,2,13,2/13/2000,15:42:00,3,AL,1,6,0,0,0,0.01,0,32.23,-85.88,32.25,-85.87,1,50,0,1171586.7628679515,3588254.94518632
10428,76,2000,3,10,3/10/2000,20:15:00,3,AL,1,7,0,0,0,0.05,0,33.1,-87.7,33.12,-87.67,1.8,60,0,994831.2204514889,3674893.1041179257
10429,80,2000,3,10,3/10/2000,20:28:00,3,AL,1,8,0,0,0,0.01,0,33.3,-87.48,33.33,-87.45,3.3,50,0,1014221.0926062855,3698170.9067079346
10430,81,2000,3,10,3/10/2000,20:56:00,3,AL,1,9,0,0,0,0.04,0,32.77,-87.33,32.8,-87.23,7,100,0,1031399.0764470607,3640049.89368748
10431,688,2000,3,10,3/10/2000,21:11:00,3,AL,1,10,0,0,0,0.04,0,32.88,-87.1,32.9,-86.93,12,100,0,1052301.3957817582,3653454.771154944
10432,79,2000,3,10,3/10/2000,21:22:00,3,AL,1,11,1,0,0,0.5,0,33.32,-86.8,33.32,-86.78,1.5,200,1,1077527.775103607,3703968.296992476
10445,77,2000,3,19,3/19/2000,17:25:00,3,AL,1,12,1,0,0,0.02,0,32.23,-86.23,32.22,-86.18,3.3,60,1,1138505.1953869134,3586105.7223027674
10446,78,2000,3,19,3/19/2000,17:38:00,3,AL,1,13,0,0,0,0.03,0,32.27,-86.12,32.27,-86.12,0.4,20,0,1148614.7445471645,3591217.037124851
10460,148,2000,4,2,4/2/2000,20:51:00,3,AL,1,14,1,0,0,0.15,0,33.58,-86.85,33.58,-86.85,4.5,400,1,1071147.1239613465,3732582.250092395
10461,740,2000,4,2,4/2/2000,23:34:00,3,AL,1,15,2,6,1,0.3,0,33.9,-85.55,33.9,-85.52,1.9,100,2,1189533.7140186992,3776156.3131485153
10479,152,2000,4,3,4/3/2000,10:39:00,3,AL,1,16,1,1,0,0.09,0,33.77,-87.63,33.8,-87.62,3,50,1,997520.4197340573,3749637.1702256496
10480,741,2000,4,3,4/3/2000,11:20:00,3,AL,1,17,2,0,0,0.09,0,33.32,-87.33,33.42,-87.17,11.1,300,2,1028091.3123383571,3701145.0842524446
10481,156,2000,4,3,4/3/2000,11:25:00,3,AL,1,18,1,0,0,0.05,0,31.98,-88.35,32.1,-88.17,11,200,1,939525.902806098,3547677.7247422202
10482,151,2000,4,3,4/3/2000,11:44:00,3,AL,1,19,0,0,0,0.02,0,33.48,-87.12,33.52,-87.07,3,40,0,1046669.318732844,3720008.968417693
10483,149,2000,4,3,4/3/2000,12:09:00,3,AL,1,20,1,0,0,4,0,33.4,-86.78,33.48,-86.7,5.7,350,1,1078860.8525014843,3712969.9102796027
10484,150,2000,4,3,4/3/2000,12:53:00,3,AL,1,21,0,0,0,0.05,0,32.93,-86.75,32.93,-86.73,1,40,0,1084786.512018512,3660907.3726678346
10485,153,2000,4,3,4/3/2000,13:23:00,3,AL,1,22,0,0,0,0.01,0,33.02,-86.42,33,-86.43,1,30,0,1115089.4390689023,3672802.2844095165
10487,177,2000,4,3,4/3/2000,19:30:00,3,AL,1,23,0,0,0,0,0,31.32,-85.87,31.32,-85.87,0,0,0,1179199.2454606835,3487105.275139403
