fid,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,MAG_1,x_utm,y_utm
10518,158,2000,4,24,4/24/2000,3:00:00,3,AL,1,24,1,0,0,0.2,0,30.7,-88.08,30.7,-88.08,1,150,1,971436.1519567703,3406705.0834293193
10678,592,2000,11,6,11/6/2000,21:30:00,3,AL,1,25,2,2,0,0.1,0,30.5,-88.23,30.5,-88.23,1.5,300,2,957989.9071588711,3383881.454161517
10679,593,2000,11,8,11/8/2000,11:05:00,3,AL,1,26,1,0,0,0.15,0,30.42,-87.68,30.42,-87.68,1,100,1,1011287.5481953735,3377366.8201016057
10680,594,2000,11,8,11/8/2000,11:25:00,3,AL,1,27,0,0,0,0.01,0,30.52,-87.9,30.52,-87.9,1,100,0,989613.620603584,3387492.394354099
10681,595,2000,11,8,11/8/2000,11:50:00,3,AL,1,28,1,0,0,0.2,0,30.52,-87.9,30.52,-87.9,2.5,200,1,989613.620603584,3387492.394354099
10682,598,2000,11,8,11/8/2000,12:45:00,3,AL,1,29,0,0,0,0,0,30.55,-87.58,30.55,-87.58,0.1,50,0,1020217.175201573,3392262.5282283463
10685,569,2000,11,8,11/8/2000,18:48:00,3,AL,1,30,0,0,0,0.01,0,32.87,-87.68,32.87,-87.67,1,40,0,997995.6327188176,3649445.2052765023
10687,568,2000,11,9,11/9/2000,7:19:00,3,AL,1,31,1,0,0,0.1,0,31.87,-85.93,31.87,-85.9,1.9,70,1,1169495.3415740149,3547904.214602152
10696,596,2000,11,24,11/24/2000,10:40:00,3,AL,1,32,0,0,0,0.01,0,30.68,-88.23,30.68,-88.23,0.2,200,0,957141.4111968083,3403862.2644851804
10698,612,2000,12,16,12/16/2000,10:34:00,3,AL,1,33,2,9,1,2.5,0,31.02,-85.9,31.07,-85.85,4.5,100,2,1178485.9572569027,3453551.825701203
10699,614,2000,12,16,12/16/2000,11:00:00,3,AL,1,34,2,0,0,4.95,0,31.25,-85.63,31.53,-85.28,29,170,2,1202641.8308146086,3480833.1858506226
10701,580,2000,12,16,12/16/2000,12:25:00,3,AL,1,35,1,0,0,0.1,0,34.72,-87.23,34.75,-87.17,5.1,30,1,1028624.941138232,3857183.8770866045
10702,606,2000,12,16,12/16/2000,12:38:00,3,AL,1,36,2,0,0,0.15,0,34.85,-87.05,34.87,-86.98,4.8,60,2,1044277.6109165369,3872592.376598864
10703,600,2000,12,16,12/16/2000,12:54:00,3,AL,1,37,4,144,11,12.5,0,33.05,-87.7,33.2,-87.4,18,750,4,995112.3428122452,3669340.3858035207
10707,603,2000,12,16,12/16/2000,13:29:00,3,AL,1,38,0,0,0,0.004,0,32.55,-87.2,32.55,-87.18,0.7,30,0,1044939.7138940461,3616272.7830058956
10709,601,2000,12,16,12/16/2000,14:20:00,3,AL,1,39,2,2,0,0.17,0,33.78,-86.32,33.83,-86.2,8.5,200,2,1119007.2773098135,3757881.1922729537
10710,581,2000,12,16,12/16/2000,14:46:00,3,AL,1,40,3,14,0,10.04,0,34.05,-85.93,34.12,-85.73,12.8,500,3,1153137.4343074132,3790331.586672341
10711,604,2000,12,16,12/16/2000,15:17:00,3,AL,1,41,0,0,0,0,0,33.6,-85.95,33.6,-85.95,0.3,20,0,1154731.1896951736,3740165.366505678
10713,605,2000,12,16,12/16/2000,16:55:00,3,AL,1,42,0,0,0,0,0,32.55,-86.43,32.55,-86.43,0.2,20,0,1117411.3676598116,3620498.636474811
10714,602,2000,12,16,12/16/2000,17:46:00,3,AL,1,43,0,0,0,0.01,0,32.43,-85.9,32.43,-85.88,0.7,50,0,1168214.3778076805,3610372.0132014556
10715,607,2000,12,16,12/16/2000,18:19:00,3,AL,1,44,0,0,0,0.01,0,33.22,-85.37,33.22,-85.35,1,40,0,1211833.1367933587,3701736.610782878
10722,3,2001,1,19,1/19/2001,9:22:00,3,AL,1,7,0,4,0,0.45,0,32.38,-86.27,32.4,-86.23,2.3,100,0,1133673.3604206252,3602543.7068955996
10728,23,2001,2,16,2/16/2001,13:39:00,3,AL,1,37,0,0,0,0.04,0,34.78,-86.77,34.8,-86.68,4.4,30,0,1070409.8228917886,3866377.5524042514
10755,34,2001,3,2,3/2/2001,18:29:00,3,AL,1,57,1,0,0,0.12,0,32.38,-86.3,32.38,-86.3,2.2,100,1,1130843.1431562924,3602365.2455846244
10769,46,2001,3,12,3/12/2001,13:00:00,3,AL,1,29,1,1,2,1,0,31.4,-86.62,31.4,-86.62,3.2,75,1,1107093.023511956,3491589.055449414
10801,131,2001,5,24,5/24/2001,16:48:00,3,AL,1,49,1,0,0,0.02,0,34.62,-86.17,34.62,-86.17,0.5,80,1,1126644.875513786,3852183.371282629
10802,132,2001,5,24,5/24/2001,18:02:00,3,AL,1,56,0,0,0,0,0,34.02,-86.55,34.02,-86.55,1,30,0,1095977.0893256566,3783189.3905376866
10830,196,2001,6,11,6/11/2001,6:40:00,3,AL,1,6,0,0,0,0.02,0,30.68,-88.23,30.68,-88.23,2.5,75,0,957141.4111968083,3403862.2644851804
10832,197,2001,6,11,6/11/2001,17:05:00,3,AL,1,51,0,0,0,0.01,0,31.23,-86.45,31.23,-86.45,3.5,50,0,1124429.248777254,3473647.9090388855
10878,368,2001,8,31,8/31/2001,17:02:00,3,AL,1,50,1,0,0,0.07,0,33.6,-86.17,33.63,-86.13,3.5,30,1,1134261.6717252461,3738786.475978426
10908,464,2001,10,13,10/13/2001,6:30:00,3,AL,1,4,1,0,0,0.05,0,30.52,-87.9,30.52,-87.9,0.1,30,1,989613.620603584,3387492.394354099
10909,465,2001,10,13,10/13/2001,6:35:00,3,AL,1,5,0,0,0,0.01,0,30.57,-87.9,30.57,-87.9,0.1,20,0,989361.8116507598,3393043.9444825943
10917,466,2001,10,13,10/13/2001,12:00:00,3,AL,1,17,0,0,0,0.02,0,30.28,-87.68,30.28,-87.68,0.2,30,0,1012019.0755386079,3361819.908908743
10918,469,2001,10,13,10/13/2001,12:25:00,3,AL,1,20,3,0,0,0.25,0,30.42,-87.68,30.42,-87.68,1,440,3,1011287.5481953735,3377366.8201016057
10920,495,2001,10,13,10/13/2001,12:35:00,3,AL,1,22,1,0,0,0.04,0,32.1,-87.77,32.22,-87.75,7.1,450,1,993764.8766797016,3563515.9084109156
10921,470,2001,10,13,10/13/2001,12:40:00,3,AL,1,25,0,0,0,0.01,0,30.42,-87.68,30.42,-87.68,0.2,30,0,1011287.5481953735,3377366.8201016057
10922,471,2001,10,13,10/13/2001,12:44:00,3,AL,1,26,2,0,0,0.2,0,30.55,-87.72,30.55,-87.72,0.7,200,2,1006761.0974281714,3391621.9967168565
10925,496,2001,10,13,10/13/2001,13:38:00,3,AL,1,36,1,0,0,0.11,0,32.45,-87.52,32.47,-87.52,1.5,50,1,1015406.6907538654,3603566.411492758
10926,472,2001,10,13,10/13/2001,13:45:00,3,AL,1,39,0,0,0,0.03,0,30.68,-87.9,30.68,-87.9,0.3,30,0,988806.5204203873,3405257.3856976535
10966,55,2001,11,24,11/24/2001,10:55:00,3,AL,1,8,3,1,2,1.43,0,33.53,-88.05,33.87,-87.53,38.9,300,3,959848.3703782125,3721034.1540090814
10967,540,2001,11,24,11/24/2001,11:02:00,3,AL,1,10,0,0,0,0.01,0,33,-87.6,33,-87.62,0.2,50,0,1004751.3353205634,3664264.9965225304
10969,698,2001,11,24,11/24/2001,11:21:00,3,AL,1,12,2,13,0,0.89,0,34.22,-87.63,34.23,-87.6,1.9,70,2,994893.6717227963,3799614.831657596
10970,543,2001,11,24,11/24/2001,11:39:00,3,AL,1,14,1,0,0,0.03,0,33.35,-87.68,33.38,-87.67,2,75,1,995284.0446184067,3702752.0408577216
10971,525,2001,11,24,11/24/2001,11:45:00,3,AL,1,16,0,0,0,0.01,0,32.08,-88.22,32.08,-88.22,0.1,20,0,951333.7942385157,3559316.326516088
10973,662,2001,11,24,11/24/2001,12:10:00,3,AL,1,18,2,2,0,0.5,0,34.55,-87.05,34.62,-87.08,4.9,300,2,1046255.2292245427,3839261.752852538
10974,536,2001,11,24,11/24/2001,12:34:00,3,AL,1,21,0,0,0,0.03,0,32.6,-87.68,32.63,-87.65,2.9,75,0,999505.5520202,3619460.3558641383
10975,526,2001,11,24,11/24/2001,12:35:00,3,AL,1,23,0,0,0,0.01,0,31.87,-88.32,31.87,-88.32,0.1,20,0,942892.9397373999,3535589.825138122
10976,546,2001,11,24,11/24/2001,12:37:00,3,AL,1,24,0,0,0,0.001,0,33.28,-87.1,33.28,-87.08,0.2,30,0,1049794.7126760627,3697894.927381585
10977,548,2001,11,24,11/24/2001,12:56:00,3,AL,1,27,0,0,0,0.004,0,32.22,-87.9,32.23,-87.9,0.6,50,0,980844.2007695702,3576250.0795643977
10978,547,2001,11,24,11/24/2001,12:59:00,3,AL,1,28,1,0,0,0.07,0,34.23,-86.9,34.25,-86.87,2.1,200,1,1062191.0930990502,3804530.8388785818
10979,527,2001,11,24,11/24/2001,13:00:00,3,AL,1,30,0,0,0,0.03,0,31.9,-88.3,31.9,-88.3,0.1,20,0,944642.9055808589,3539002.08467434
10980,539,2001,11,24,11/24/2001,13:02:00,3,AL,1,31,0,0,0,0.001,0,34.1,-86.88,34.1,-86.87,0.2,50,0,1064906.740280658,3790196.9516918794
10981,655,2001,11,24,11/24/2001,13:19:00,3,AL,1,32,4,22,0,1.13,0,33.92,-86.43,34.03,-86.3,10.1,500,4,1107798.4326999467,3772783.228229421
10982,52,2001,11,24,11/24/2001,13:31:00,3,AL,1,34,2,1,0,0.5,0,33.65,-86.57,33.77,-86.38,13.4,125,2,1096706.74226018,3741950.1369605293
10983,545,2001,11,24,11/24/2001,13:41:00,3,AL,1,38,2,7,0,0.4,0,34.45,-86.52,34.45,-86.52,2,300,2,1095699.4904521173,3831157.1718458533
10984,541,2001,11,24,11/24/2001,13:50:00,3,AL,1,40,2,0,0,0.5,0,34.5,-86.45,34.55,-86.43,2.6,300,2,1101783.3686387688,3837130.9490278265
10985,537,2001,11,24,11/24/2001,14:25:00,3,AL,1,41,2,0,0,0.1,0,34.38,-85.92,34.45,-85.82,7.1,100,2,1151500.2123821531,3827089.9891066765
10986,551,2001,11,24,11/24/2001,15:01:00,3,AL,1,42,2,4,2,0.3,0,34.25,-85.77,34.33,-85.68,8.2,200,2,1166363.4399739509,3813613.4951716145
10988,552,2001,11,24,11/24/2001,15:10:00,3,AL,1,43,2,2,0,0.5,0,33.58,-86.28,33.62,-86.23,4.5,100,2,1124173.218357125,3735890.316831486
10989,544,2001,11,24,11/24/2001,15:42:00,3,AL,1,44,2,15,0,0.8,0,33.17,-86.32,33.2,-86.28,3.1,400,2,1123388.0004694099,3690070.5973678124
10990,542,2001,11,24,11/24/2001,15:54:00,3,AL,1,45,1,0,0,0.04,0,32.48,-86.58,32.63,-86.52,9.8,50,1,1103760.5880663963,3611853.332374635
10991,538,2001,11,24,11/24/2001,15:59:00,3,AL,1,46,2,0,0,0.23,0,33.27,-86.15,33.37,-86.02,9.1,200,2,1138550.9544915743,3702220.4520931426
10992,535,2001,11,24,11/24/2001,16:03:00,3,AL,1,47,1,5,0,0.25,0,33.73,-85.88,33.82,-85.8,7.7,250,1,1160243.9443190573,3755069.830447662
10993,531,2001,11,24,11/24/2001,16:42:00,3,AL,1,48,0,0,0,0.01,0,31.43,-86.97,31.43,-86.97,0.1,20,0,1073546.896968342,3493032.5456096167
10994,532,2001,11,24,11/24/2001,17:08:00,3,AL,1,52,0,0,0,0.03,0,31.63,-86.75,31.63,-86.75,3,100,0,1093236.6638976056,3516435.478053136
10995,643,2001,11,24,11/24/2001,17:10:00,3,AL,1,53,1,0,0,0.1,0,33.37,-85.7,33.42,-85.62,6.1,300,1,1179804.6291888175,3716205.13776039
10996,533,2001,11,24,11/24/2001,17:42:00,3,AL,1,55,1,3,0,0.1,0,31.53,-86.72,31.53,-86.72,6,150,1,1096729.8624196658,3505485.9753663098
10997,534,2001,11,24,11/24/2001,18:30:00,3,AL,1,58,0,0,0,0.01,0,31.55,-86.83,31.55,-86.83,0.1,20,0,1086133.3469543522,3507111.226998745
10998,528,2001,11,24,11/24/2001,19:10:00,3,AL,1,59,0,0,0,0.03,0,31.12,-87.07,31.12,-87.07,0.1,20,0,1065876.96864574,3458069.510225302
10999,529,2001,11,24,11/24/2001,19:28:00,3,AL,1,60,0,0,0,0.01,0,31.35,-86.55,31.35,-86.55,0.1,20,0,1114093.9060981548,3486422.262022717
11000,530,2001,11,24,11/24/2001,20:30:00,3,AL,1,61,0,0,0,0.01,0,31.45,-86.33,31.45,-86.33,0.2,60,0,1134405.1996455253,3498795.773749489
11001,549,2001,11,24,11/24/2001,20:42:00,3,AL,1,62,0,0,0,0.002,0,31.88,-86.12,31.88,-86.12,0.2,50,0,1151393.4682841315,3547851.3823216883
11002,550,2001,11,24,11/24/2001,21:27:00,3,AL,1,63,1,0,0,0.05,0,31.63,-85.95,31.7,-85.82,11.8,75,1,1169334.2832842888,3521088.6243239185
11003,554,2001,11,25,11/25/2001,0:12:00,3,AL,1,1,1,25,0,3,0,31.28,-85.73,31.32,-85.7,2,100,1,1192863.1763823302,3483533.5224354244
11004,553,2001,11,25,11/25/2001,0:30:00,3,AL,1,2,1,2,0,0.07,0,31.4,-85.58,31.4,-85.58,0.1,100,1,1206291.0174758537,3497843.9818395167
11030,574,2001,12,14,12/14/2001,3:48:00,3,AL,1,3,0,0,0,0.01,0,32.62,-85.95,32.62,-85.95,0.1,30,0,1162093.4459982687,3631187.5063644485
11041,17,2002,3,29,3/29/2002,23:20:00,3,AL,1,1,1,0,0,1.4,0,34.25,-86.45,34.25,-86.28,8.7,500,1,1103584.8244690872,3809343.8307069815
11064,70,2002,4,30,4/30/2002,15:57:00,3,AL,1,2,0,0,0,0,0,31.75,-85.42,31.75,-85.4,1.5,25,0,1218847.4194675079,3537837.8169703884
11094,211,2002,7,19,7/19/2002,15:22:00,3,AL,1,3,0,0,0,0.001,0,33.72,-86.33,33.72,-86.33,0.4,50,0,1118512.36567983,3751151.053152397
11107,295,2002,9,14,9/14/2002,8:30:00,3,AL,1,4,0,0,0,0.01,0,30.55,-88.17,30.55,-88.17,0.1,20,0,963519.1782338566,3389677.711439387
11109,288,2002,9,18,9/18/2002,13:40:00,3,AL,1,5,0,0,0,0,0,34.83,-86.57,34.83,-86.57,0.1,20,0,1088390.5623089697,3873094.8477516957
11110,301,2002,9,22,9/22/2002,14:08:00,3,AL,1,6,0,0,0,0.001,0,30.68,-88.32,30.68,-88.32,0.1,20,0,948506.7618787212,3403498.099748886
11115,298,2002,9,25,9/25/2002,18:25:00,3,AL,1,7,0,0,0,0.03,0,30.28,-87.68,30.28,-87.68,0.1,20,0,1012019.0755386079,3361819.908908743
11116,299,2002,9,25,9/25/2002,19:06:00,3,AL,1,8,0,0,0,0.01,0,30.28,-87.68,30.28,-87.68,0.1,20,0,1012019.0755386079,3361819.908908743
11118,300,2002,9,26,9/26/2002,5:30:00,3,AL,1,9,0,0,0,0.01,0,30.78,-88.25,30.78,-88.25,0.1,20,0,954751.2172576966,3414881.103642197
11145,347,2002,10,4,10/4/2002,10:06:00,3,AL,1,10,0,0,0,0.02,0,34.25,-86.65,34.25,-86.65,1,100,0,1085126.5902648272,3808169.3572342508
11155,348,2002,10,12,10/12/2002,12:30:00,3,AL,1,11,0,0,0,0.001,0,34.87,-86.58,34.87,-86.58,0.1,20,0,1087188.3120982056,3877481.342134488
11157,323,2002,10,20,10/20/2002,17:50:00,3,AL,1,12,0,0,0,0.02,0,31.23,-86.45,31.23,-86.45,0.1,20,0,1124429.248777254,3473647.9090388855
11168,366,2002,11,5,11/5/2002,10:40:00,3,AL,1,13,0,0,0,0.01,0,31.97,-87.87,31.97,-87.87,0.1,20,0,985000.1361151881,3548625.529895969
11170,367,2002,11,5,11/5/2002,11:30:00,3,AL,1,14,0,0,0,0.01,0,31.33,-87.18,31.33,-87.18,0.1,20,0,1054130.231409122,3480840.3134478773
11171,368,2002,11,5,11/5/2002,12:00:00,3,AL,1,15,0,0,0,0.01,0,31.63,-86.75,31.63,-86.75,0.5,50,0,1093236.6638976056,3516435.478053136
11172,369,2002,11,5,11/5/2002,13:40:00,3,AL,1,16,0,0,0,0.01,0,30.42,-87.88,30.42,-87.88,0.1,20,0,992040.6465040355,3376476.4622282297
11175,389,2002,11,5,11/5/2002,17:15:00,3,AL,1,17,1,3,0,0.15,0,31.52,-85.47,31.5,-85.43,2,100,1,1215867.8636938408,3511914.201283901
11176,898,2002,11,5,11/5/2002,17:35:00,3,AL,1,18,2,20,1,3,0,31.57,-85.3,31.6,-85.22,6,200,2,1231679.6812183508,3518611.442815437
11197,362,2002,11,10,11/10/2002,18:52:00,3,AL,1,19,3,38,4,3.2,0,33.75,-87.87,34.05,-87.18,44.3,1175,3,975372.3305928437,3746279.3402780667
11208,432,2002,11,10,11/10/2002,20:15:00,3,AL,1,27,3,53,7,4.3,0,33.77,-87.8,34.15,-86.6,72.6,1175,3,981753.3683275534,3748826.4235469545
11213,386,2002,11,10,11/10/2002,21:10:00,3,AL,1,22,1,0,0,0.04,0,33.62,-87.53,33.65,-87.45,4.3,90,1,1007681.0390856671,3733466.1941578193
11214,387,2002,11,10,11/10/2002,21:38:00,3,AL,1,23,1,0,0,0.4,0,33.7,-87.15,33.73,-87.08,4.3,300,1,1042490.892229897,3744291.807507837
11216,393,2002,11,10,11/10/2002,22:22:00,3,AL,1,26,2,3,0,0.8,0,33.32,-87.23,33.4,-86.97,15.2,450,2,1037417.5220669893,3701658.253140925
11217,460,2002,11,10,11/10/2002,22:22:00,3,AL,1,28,1,0,0,0.4,0,33.9,-86.52,33.92,-86.33,10.6,300,1,1099599.7703467156,3770028.015929185
11218,388,2002,11,10,11/10/2002,22:41:00,3,AL,1,24,1,0,0,0.04,0,33.95,-86.25,33.95,-86.2,3.2,50,1,1124258.819530563,3777205.215862789
11219,390,2002,11,10,11/10/2002,23:20:00,3,AL,1,25,2,4,1,1.2,0,34.12,-85.63,34.15,-85.47,10.5,440,2,1180343.4341538707,3800087.032902156
11269,407,2002,12,19,12/19/2002,15:25:00,3,AL,1,30,0,0,0,0.01,0,31.18,-88.02,31.18,-88.02,0.1,20,0,974804.779651488,3460250.519779183
11270,408,2002,12,19,12/19/2002,16:00:00,3,AL,1,31,0,0,0,0.01,0,31.52,-87.33,31.52,-87.33,0.1,20,0,1038734.1499642637,3501197.5523933335
11273,411,2002,12,23,12/23/2002,22:00:00,3,AL,1,32,0,0,0,0.01,0,31.33,-88.42,31.33,-88.42,0.1,20,0,935936.2791679944,3475246.808445843
11274,412,2002,12,24,12/24/2002,2:35:00,3,AL,1,33,0,0,0,0.01,0,31.5,-87.98,31.5,-87.98,0.1,20,0,976999.7551695138,3495952.2762026303
11275,413,2002,12,24,12/24/2002,2:40:00,3,AL,1,34,0,0,0,0.01,0,31.52,-87.5,31.52,-87.5,0.1,20,0,1022558.6667392916,3500370.5932999873
11276,414,2002,12,24,12/24/2002,3:05:00,3,AL,1,35,0,0,0,0.01,0,31.63,-88.32,31.63,-88.32,0.1,20,0,944040.6002701498,3508948.8216912574
11277,415,2002,12,24,12/24/2002,3:20:00,3,AL,1,36,0,0,0,0.01,0,31.53,-87.8,31.53,-87.8,0.1,20,0,993965.9239836219,3500083.6975027234
11279,431,2002,12,24,12/24/2002,6:45:00,3,AL,1,37,1,10,0,2.77,0,31.35,-85.35,31.47,-84.88,33,150,1,1228632.0356977312,3493792.6069353055
11298,4,2003,2,15,2/15/2003,20:36:00,3,AL,1,1,1,0,0,0.09,0,32.33,-87.82,32.37,-87.77,2.5,80,1,987804.3882105793,3588827.0055774506
11303,10,2003,2,21,2/21/2003,23:35:00,3,AL,1,2,0,0,0,0.01,0,31.2,-87.23,31.2,-87.23,0.1,20,0,1050119.6024936568,3466146.9221516205
11304,11,2003,2,21,2/21/2003,23:40:00,3,AL,1,3,0,0,0,0.01,0,31.33,-87.12,31.33,-87.12,0.1,20,0,1059852.1245824336,3481145.1573650474
11311,711,2003,3,6,3/6/2003,2:48:00,3,AL,1,4,1,3,0,0.2,0,33.75,-85.68,33.75,-85.58,9,250,1,1178669.6171939452,3758601.6423943494
11318,76,2003,3,19,3/19/2003,9:20:00,3,AL,1,5,0,0,0,0,0,34.93,-86.75,34.93,-86.72,0.1,50,0,1071200.2208739675,3883160.420006979
11321,77,2003,3,19,3/19/2003,12:49:00,3,AL,1,6,1,0,0,0,0,34.58,-85.98,34.7,-85.88,0.5,30,1,1144418.6985061525,3848940.9989589923
11323,756,2003,3,19,3/19/2003,12:52:00,3,AL,1,7,1,0,0,0.001,0,34.63,-85.92,34.65,-85.9,1,40,1,1149544.3257354852,3854887.830910382
11324,757,2003,3,19,3/19/2003,13:50:00,3,AL,1,8,1,3,0,0.3,0,34.75,-85.72,34.78,-85.68,10,50,1,1166957.2526111465,3869548.7117590164
11325,50,2003,3,19,3/19/2003,13:57:00,3,AL,1,9,0,0,0,0,0,34.13,-85.88,34.15,-85.87,1.1,50,0,1157142.5103408596,3799550.0459343796
11354,96,2003,4,7,4/7/2003,0:10:00,3,AL,1,10,0,0,0,0.01,0,32.1,-87.37,32.1,-87.37,0.1,20,0,1031580.2080567124,3565426.1339704627
11355,127,2003,4,7,4/7/2003,0:16:00,3,AL,1,11,0,0,0,0.001,0,32.08,-87.13,32.08,-87.13,0.5,50,0,1054396.1521373424,3564418.5662082285
11356,130,2003,4,7,4/7/2003,6:02:00,3,AL,1,12,0,0,0,0,0,32.45,-87.22,32.45,-87.22,0.1,20,0,1043662.126934989,3605061.013696569
11392,128,2003,4,25,4/25/2003,10:57:00,3,AL,1,13,1,0,0,0.1,0,33.03,-88.32,33.03,-88.32,0.1,50,1,937236.7035501843,3664359.4106842405
11397,834,2003,4,25,4/25/2003,13:25:00,3,AL,1,14,0,0,0,0.103,0,32.6,-87.82,32.62,-87.75,4.4,50,0,986345.3647568994,3618808.8274185085
11399,129,2003,4,25,4/25/2003,15:24:00,3,AL,1,16,0,0,0,0.04,0,32.57,-85.95,32.57,-85.93,0.6,50,0,1162463.899904034,3625627.172624556
11465,1207,2003,5,6,5/6/2003,5:33:00,3,AL,1,17,0,0,0,0.003,0,34.75,-87.67,34.75,-87.67,0.1,50,0,988094.0491815717,3858282.245870313
11466,1208,2003,5,6,5/6/2003,5:35:00,3,AL,1,18,1,0,0,0.2,0,34.8,-87.75,34.85,-87.68,10,600,1,980469.7738845919,3863447.9928113655
11467,1209,2003,5,6,5/6/2003,6:20:00,3,AL,1,19,1,0,0,0.35,0,34.85,-87.08,34.83,-87.02,15,500,1,1041529.9467363348,3872429.147981903
11468,1210,2003,5,6,5/6/2003,6:58:00,3,AL,1,20,0,0,0,0,0,34.7,-86.77,34.7,-86.73,0.1,20,0,1070962.8565322799,3857487.7753416654
11469,1211,2003,5,6,5/6/2003,7:16:00,3,AL,1,21,1,0,0,0.1,0,34.85,-86.57,34.85,-86.55,1,200,1,1088247.4505073272,3875317.5820363984
11470,1212,2003,5,6,5/6/2003,8:45:00,3,AL,1,22,0,0,0,0.01,0,34.72,-85.98,34.75,-85.95,3,20,0,1143328.847548492,3864506.887996768
11471,1213,2003,5,6,5/6/2003,8:58:00,3,AL,1,23,0,0,0,0,0,34.77,-85.92,34.78,-85.92,1,20,0,1148443.6313559702,3870454.3570270482
11472,1214,2003,5,6,5/6/2003,9:13:00,3,AL,1,24,1,0,0,0.01,0,34.58,-85.67,34.57,-85.63,2.7,50,1,1172930.043891237,3850978.1689104275
11473,1215,2003,5,6,5/6/2003,10:16:00,3,AL,1,25,0,0,0,0,0,34.23,-86.92,34.23,-86.92,0.1,20,0,1060345.2909383848,3804420.0565814986
11502,306,2003,5,7,5/7/2003,10:11:00,3,AL,1,26,1,0,0,0.01,0,33.8,-88.12,33.78,-88.1,0.5,25,1,951920.4353716405,3750702.5042611216
11503,307,2003,5,7,5/7/2003,11:11:00,3,AL,1,27,1,0,0,0.02,0,33.82,-87.5,33.8,-87.48,2.4,40,1,1009281.2610353294,3755828.422404428
11504,308,2003,5,7,5/7/2003,13:10:00,3,AL,1,28,1,0,0,0.09,0,33.65,-86.35,33.6,-86.3,4.5,50,1,1117157.7299171188,3743249.357618548
11505,309,2003,5,7,5/7/2003,13:40:00,3,AL,1,29,1,0,0,0.01,0,33.52,-86.02,33.52,-85.93,4.6,50,1,1148819.8306300913,3730826.5119112697
11506,1116,2003,5,7,5/7/2003,13:45:00,3,AL,1,30,1,0,0,0.17,0,33.2,-86.47,33.18,-86.45,1.3,50,1,1109156.1590006156,3692516.766299096
11509,310,2003,5,7,5/7/2003,14:21:00,3,AL,1,31,0,0,0,0.01,0,33.57,-86.43,33.57,-86.43,0.2,25,0,1110287.5434439187,3733879.427192735
11510,303,2003,5,7,5/7/2003,14:41:00,3,AL,1,32,0,0,0,0.001,0,33.25,-86,33.23,-86,1.2,70,0,1152711.0574745957,3700930.076984172
11512,304,2003,5,7,5/7/2003,14:57:00,3,AL,1,33,0,0,0,0.002,0,33.25,-85.83,33.25,-85.82,1.1,50,0,1168595.2901351172,3702012.608144753
11513,305,2003,5,7,5/7/2003,15:08:00,3,AL,1,34,0,0,0,0.003,0,33.32,-85.75,33.32,-85.73,1.2,20,0,1175527.4537556889,3710316.53661758
11515,302,2003,5,7,5/7/2003,15:40:00,3,AL,1,35,1,0,0,0.09,0,33.28,-85.48,33.37,-85.27,12.9,500,1,1201063.8959928078,3707661.961532617
11518,311,2003,5,7,5/7/2003,16:31:00,3,AL,1,36,0,0,0,0.001,0,32.25,-87.93,32.25,-87.93,0.1,40,0,977854.8553819442,3579446.773686526
11584,1216,2003,5,17,5/17/2003,9:45:00,3,AL,1,37,1,0,0,0.25,0,34.83,-87.23,34.83,-87.2,2,500,1,1027920.654407626,3869403.7233107616
11585,1217,2003,5,17,5/17/2003,9:55:00,3,AL,1,38,1,0,0,0.45,0,34.82,-87.2,34.85,-87.12,7,500,1,1030733.1808110287,3868451.8268406405
11613,514,2003,7,1,7/1/2003,3:42:00,3,AL,1,39,1,0,0,0.2,0,31.92,-86.38,31.95,-86.4,3,600,1,1126454.5559363212,3550756.191887711
11614,533,2003,7,1,7/1/2003,4:29:00,3,AL,1,40,0,0,0,0.04,0,32.2,-86.38,32.25,-86.38,4.7,60,0,1124536.9072671016,3581883.2810946526
11664,608,2003,8,29,8/29/2003,13:55:00,3,AL,1,41,0,0,0,0,0,30.7,-88.08,30.7,-88.08,0.1,20,0,971436.1519567703,3406705.0834293193
11689,677,2003,11,18,11/18/2003,11:47:00,3,AL,1,42,1,2,0,0.1,0,33.17,-87.55,33.25,-87.5,6.3,100,1,1008447.3017530224,3683388.1593288924
11690,676,2003,11,18,11/18/2003,12:07:00,3,AL,1,43,1,0,0,0.1,0,33.72,-87.38,33.77,-87.27,6.3,100,1,1021013.9254326404,3745323.3370955708
11709,733,2004,3,5,3/5/2004,21:28:00,3,AL,1,1,0,0,0,0,0,34.77,-86.88,34.77,-86.87,2,75,0,1060392.8022358965,3864643.980984528
11710,734,2004,3,5,3/5/2004,21:33:00,3,AL,1,2,0,0,0,0,0,34.75,-86.85,34.8,-86.8,1.5,75,0,1063280.0453858643,3862590.274526964
11778,1145,2004,5,30,5/30/2004,22:40:00,3,AL,1,3,1,0,0,0.01,0,34.98,-87.93,35,-87.87,3.2,70,1,962966.8207459936,3882586.313171047
11779,1146,2004,5,30,5/30/2004,22:52:00,3,AL,1,4,1,0,0,0.03,0,34.8,-87.77,34.8,-87.67,6,150,1,978637.6295925522,3863352.094509107
11780,1147,2004,5,30,5/30/2004,23:09:00,3,AL,1,5,1,0,0,0.03,0,34.85,-87.52,34.82,-87.38,4,100,1,1001236.6541557873,3870130.88261753
