status_id,word
1435744001710252e3,1.298
1435744001710252e3,km
1435744001710252e3,line
1435744001710252e3,gischat
1438220446076440600,micheletobias
1438220446076440600,geospatial
1438220446076440600,strategic
1438220446076440600,planning
1438220446076440600,learning
1438220446076440600,it’s
1438220446076440600,topic
1438220446076440600,gischat
1437748357213134800,missed
1437748357213134800,recent
1437748357213134800,webinar
1437748357213134800,communicating
1437748357213134800,gis
1437748357213134800,video
1437748357213134800,slides
1437748357213134800,amp
1437748357213134800,links
1437748357213134800,esri
1437748357213134800,arcgis
1437748357213134800,urisa
1437748357213134800,gita
1437748357213134800,gisp
1437748357213134800,geospatial
1437748357213134800,spatial
1437748357213134800,map
1437748357213134800,location
1437748357213134800,gischat
1437748357213134800,gistribe
1437748357213134800,geospatialconnections
1437748357213134800,https
1437748357213134800,t.co
1437748357213134800,4i14kaxgxc
1438220248025604e3,gischat
1438220248025604e3,checking
1438220248025604e3,northern
1438220248025604e3,illinois
1438220248025604e3,stage
1438220248025604e3,bouncing
1438220248025604e3,summer
1438220248025604e3,fall
1438220248025604e3,daily
1438220248025604e3,basis
1437747228492304400,thx
1437747228492304400,pomazagol
1437747228492304400,andre
1437747228492304400,ringeler
1437747228492304400,play
1437747228492304400,minesweeper
1437747228492304400,sagagis
1437747228492304400,gischat
1437747228492304400,https
1437747228492304400,t.co
1437747228492304400,ewltdpqzxd
1438220212390744e3,morganza
1438220212390744e3,md
1438220212390744e3,gischat
1437745892778467300,hot
1437745892778467300,hiring
1437745892778467300,3
1437745892778467300,positions
1437745892778467300,check
1437745892778467300,read
1437745892778467300,gischat
1437745892778467300,https
1437745892778467300,t.co
1437745892778467300,ye0hwrilce
1438219990566584300,micheletobias
1438219990566584300,learning
1438219990566584300,ansible
1438219990566584300,cloud
1438219990566584300,computing
1438219990566584300,tools
1438219990566584300,campus
1438219990566584300,learning
1438219990566584300,progress
1438219990566584300,gischat
1437978632761262e3,beautiful
1437978632761262e3,maps
1437978632761262e3,timeline
1437978632761262e3,follow
1437978632761262e3,instagram
1437978632761262e3,regular
1437978632761262e3,map
1437978632761262e3,highlights
1437978632761262e3,https
1437978632761262e3,t.co
1437978632761262e3,yoq7v9ytjm
1437978632761262e3,instagram
1437978632761262e3,https
1437978632761262e3,t.co
1437978632761262e3,fwqszdnekt
1437978632761262e3,maps
1437978632761262e3,mapping
1437978632761262e3,gis
1437978632761262e3,cartography
1437978632761262e3,satellite
1437978632761262e3,drone
1437978632761262e3,landsat
1437978632761262e3,art
1437978632761262e3,soarearth
1437978632761262e3,soar
1437978632761262e3,remotesensing
1437978632761262e3,gischat
1437978632761262e3,skymap50
1437978632761262e3,https
1437978632761262e3,t.co
1437978632761262e3,qwbyvqlvlz
1438219058281865200,whoa
1438219058281865200,forget
1438219058281865200,gischat
1438219058281865200,tucson
1438219058281865200,decidedly
1438219058281865200,cooling
1437745435943350300,https
1437745435943350300,t.co
1437745435943350300,dujrafzwv6
1437745435943350300,fixed
1437745435943350300,front
1437745435943350300,map
1437745435943350300,awhile
1437745435943350300,ago
1437745435943350300,learned
1437745435943350300,github
1437745435943350300,process
1437745435943350300,gischat
1437745435943350300,opendata
1437745435943350300,https
1437745435943350300,t.co
1437745435943350300,nqovfbxrpy
1437745435943350300,https
1437745435943350300,t.co
1437745435943350300,5wqeqrzfmt
1436042009043775500,visualcapitalist
1436042009043775500,world's
1436042009043775500,25
1436042009043775500,largest
1436042009043775500,lakes
1436042009043775500,geography
1436042009043775500,hydrography
1436042009043775500,dataviz
1436042009043775500,infographic
1436042009043775500,gischat
1436042009043775500,gistribe
1436042009043775500,geogeek
1436042009043775500,mapgeek
1436042009043775500,map
1436042009043775500,https
1436042009043775500,t.co
1436042009043775500,fwdymggr9h
1.4377445941548319e+018,gischat
1.4377445941548319e+018,literature
1.4377445941548319e+018,multi
1.4377445941548319e+018,temporal
1.4377445941548319e+018,spatial
