fid,store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,X,Y,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,method,match,st_fips,COUNTYFP,tract_fips,gisjn_tct,cty_fips,place_fips,place_name,gisjn_plc,msa_fips,msa_name,msaclass_name,msa_class,gisjn_msa,puma_fips,gisjn_puma
"24497",st_330048,Family Dollar Store 10480,A144276,"3454",Baker Rd NW,,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.65092,34.07584,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","067","13067030107",G1300670030107,"13067","1300408",Acworth city,G13000408,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"24587",st_335446,Family Dollar Store 10267,A144169,"567",Cobb Pkwy N,,Marietta,GA,30062,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.53366,33.96535,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","067","13067030700",G1300670030700,"13067","1349756",Marietta city,G13049756,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"24671",st_348142,Family Dollar 10326,A140255,"850",Veterans Memorial Hwy SW,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.57916,33.81872,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","067","13067031306",G1300670031306,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"24706",st_335286,Dollar Tree 5411,A124070,"2975",Lawrenceville Hwy,,Lawrenceville,GA,30044,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.0835,33.92191,0,0,0,0,0,0,1,1,1,1,1,1,usda,,"13","135","13135050533",G1301350050533,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"24879",st_360646,Dollar General 14975,A108918,"1575",Battlecreek Rd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.33781,33.55245,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","063","13063040609",G1300630040609,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"25117",st_377891,Dollar General 14282,A108288,"3565",Jonesboro Rd,,Fairburn,GA,30213,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.50546,33.55853,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","121","13121010515",G1301210010515,"13121",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"25290",st_361335,Dollar General 15244,A109168,"6307",Cedar Mountain Rd,,Douglasville,GA,30134,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.78144,33.75945,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","097","13097080404",G1300970080404,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"25491",st_373557,Dollar Tree 5829,A124463,"1326",Moreland Ave SE,,Atlanta,GA,30316,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.34945,33.71501,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","089","13089023802",G1300890023802,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"25585",st_362419,Dollar Tree 5779,A124419,"2630",Martin Luther King,,Atlanta,GA,30311,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.47378,33.75378,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","121","13121008102",G1301210008102,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"25594",st_362402,Dollar Tree 1031,A120025,"2863",N Decatur Rd,,Decatur,GA,30033,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.27479,33.79377,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","089","13089022203",G1300890022203,"13089","1369392",Scottdale CDP,G13069392,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"25897",st_368592,Family Dollar Store 10676,A144340,"2001",James Jackson Pkwy NW,,Atlanta,GA,30318,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.4764,33.81096,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","121","13121008800",G1301210008800,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301006",G13001006
"25923",st_373180,Family Dollar 10761,A140475,"226",Ralph David Abernathy Blvd SW,,Atlanta,GA,30312,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.39532,33.73683,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","121","13121012000",G1301210012000,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301007",G13001007
"25960",st_369619,FAMILY DOLLAR STORE 11059,A144419,"2923",Mt Zion Rd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.29574,33.55533,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","063","13063040616",G1300630040616,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"26032",st_376608,Family Dollar 10677,A140426,"4472",Campbellton Rd SW,,Atlanta,GA,30331,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.53469,33.69605,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","121","13121007802",G1301210007802,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"26042",st_357705,Family Dollar 10681,A140430,"4615",Rockbridge Rd,,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.20521,33.78631,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","089","13089023204",G1300890023204,"13089","1361040",Pine Lake city,G13061040,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"26058",st_358371,Family Dollar 10699,A140439,"50",Highway 138,,Riverdale,GA,30274,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.39197,33.54153,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","063","13063040516",G1300630040516,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"26085",st_356068,FAMILY DOLLAR STORE 10792,A144367,"5960",Highway 42,,Rex,GA,30273,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.29426,33.59202,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","063","13063040411",G1300630040411,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"26106",st_360853,Family Dollar 470,A142469,"6871",Main St,,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.10959,33.70961,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","089","13089023303",G1300890023303,"13089","1346860",Lithonia city,G13046860,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"26171",st_376509,Dollar Tree 5996,A124622,"1733",Powder Springs Rd SW,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.60353,33.90573,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","067","13067030905",G1300670030905,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"26176",st_378013,Dollar Tree 6030,A124655,"2383",Lake Harbin Rd,,Morrow,GA,30260,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.31202,33.58295,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","063","13063040409",G1300630040409,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"26179",st_368892,Dollar Tree 5871,A090244,"3544",Canton Rd,,Marietta,GA,30066,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.52824,34.03834,0,0,0,0,0,0,0,1,1,1,1,1,usda,,"13","067","13067030312",G1300670030312,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303005",G13003005
"26262",st_398856,Dollar General 16824,A110368,"10291",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.33728,33.47475,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","063","13063040622",G1300630040622,"13063","1341347",Irondale CDP,G13041347,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"26696",st_382426,Dollar General 16103,A109881,"3990",Riley Rd,,Douglasville,GA,30134,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.70138,33.7801,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","097","13097080201",G1300970080201,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"26740",st_401187,Dollar General 16756,A110323,"4511",Brownsville Rd,,Powder Springs,GA,30127,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.69925,33.84369,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","067","13067031509",G1300670031509,"13067","1362524",Powder Springs city,G13062524,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"26761",st_386116,Dollar General 15425,A109334,"4894",Old National Hwy,,College Park,GA,30337,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.47414,33.62199,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","121","13121010604",G1301210010604,"13121","1317776",College Park city,G13017776,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"27386",st_388584,Dollar Tree 6241,A124860,"906",Ralph David Abernathy Blvd SW,,Atlanta,GA,30310,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.41751,33.738,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","121","13121004200",G1301210004200,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"27476",st_389768,Family Dollar 11425,A140897,"1723",Lakewood Ave SE,,Atlanta,GA,30315,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.38011,33.70686,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","121","13121006700",G1301210006700,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301007",G13001007
"27480",st_382896,Family Dollar 11394,A140874,"1896",Old Norcross Rd,,Lawrenceville,GA,30044,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.05936,33.95189,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","135","13135050535",G1301350050535,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"27574",st_398220,Family Dollar 11580,A141007,"3985",Flat Shoals Rd,,Union City,GA,30291,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.51867,33.58707,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","121","13121010512",G1301210010512,"13121",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"27589",st_397257,Family Dollar 11615,A141037,"4226",Washington Rd,,East Point,GA,30344,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.49111,33.64034,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","121","13121011305",G1301210011305,"13121","1325720",East Point city,G13025720,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"27650",st_401472,Family Dollar 11616,A141038,"7042",Covington Hwy,,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.13134,33.71646,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","089","13089023309",G1300890023309,"13089","1363952",Redan CDP,G13063952,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"27713",st_395577,Dollar Tree 6350,A106862,"2846",Lavista Rd,,Decatur,GA,30033,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.29079,33.82507,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","089","13089021602",G1300890021602,"13089","1356112",North Decatur CDP,G13056112,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"27733",st_383286,Dollar Tree 6090,A124715,"645",Russell Rd,,Lawrenceville,GA,30043,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-83.99369,34.00637,0,0,0,0,0,0,0,0,1,1,1,1,usda,,"13","135","13135050527",G1301350050527,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"28291",st_421042,Dollar General 17866,A111027,"3300",Royal South Pkwy,,Atlanta,GA,30349,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.49855,33.59627,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","121","13121010511",G1301210010511,"13121","1378324",Union City city,G13078324,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"28611",st_407655,Dollar General 17213,A110606,"7160",Buford Hwy,,Doraville,GA,30340,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.25674,33.91938,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","135","13135050304",G1301350050304,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"28933",st_406160,Dollar Tree 6226,A124848,"3610",Anderson Farm Rd,,Marietta,GA,30064,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.63409,33.86782,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","067","13067031507",G1300670031507,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"29039",st_409794,Dollar Tree 7083,A125385,"832",Dacula Rd,,Dacula,GA,30019,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-83.91483,34.00783,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","135","13135050607",G1301350050607,"13135","1321184",Dacula city,G13021184,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304004",G13004004
"29177",st_421157,Family Dollar 11824,A141195,"2942",Rainbow Dr,,Decatur,GA,30034,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.26959,33.7098,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","089","13089023412",G1300890023412,"13089","1359080",Panthersville CDP,G13059080,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"29182",st_412139,Family Dollar 11696,A141098,"3031",Main St,,East Point,GA,30344,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.44276,33.67259,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","121","13121011202",G1301210011202,"13121","1325720",East Point city,G13025720,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"29188",st_405170,Family Dollar 11178,A140726,"3193",Stone Mountain Hwy,,Snellville,GA,30078,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.04419,33.85144,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","135","13135050715",G1301350050715,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"29200",st_415094,Family Dollar 11635,A141054,"3460",E Ponce de Leon Ave,,Scottdale,GA,30079,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.26239,33.79572,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","089","13089022204",G1300890022204,"13089","1369392",Scottdale CDP,G13069392,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"29348",st_421656,Dollar Tree 7244,A125525,"4930",Austell Rd,,Austell,GA,30106,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.6117,33.83422,0,0,0,0,0,0,0,0,0,1,1,1,usda,,"13","067","13067031404",G1300670031404,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"29471",st_429233,DOLLAR GENERAL 11170,A105408,"11519",Hastings Bridge Rd,,Hampton,GA,30228,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.3154,33.44106,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","063","13063040606",G1300630040606,"13063","1347616",Lovejoy city,G13047616,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"29781",st_430160,Dollar General 18964,A111905,"1977",S Deshon Rd,,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.1317,33.74532,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023306",G1300890023306,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"29955",st_430122,Dollar General 18893,A111861,"2696",Buford Hwy,,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.13046,34.00993,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","135","13135050214",G1301350050214,"13135","1324600",Duluth city,G13024600,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"30002",st_430245,Dollar General 19080,A111961,"2975",Headland Dr SW,,Atlanta,GA,30311,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.48674,33.68958,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007705",G1301210007705,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"30087",st_430246,Dollar General 19081,A103547,"3349",Buford Hwy NE,,Brookhaven,GA,30329,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.32852,33.84304,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089021417",G1300890021417,"13089","1310944",Brookhaven city,G13010944,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302004",G13002004
"30389",st_430253,Dollar General 19088,A111962,"5745",Joneboro Rd,,Lake City,GA,30260,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.3386,33.59855,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","063","13063040408",G1300630040408,"13063","1344508",Lake City city,G13044508,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"30452",st_429899,Dollar General 18593,A111614,"620",Indian Trail Lilburn Rd NW,,Lilburn,GA,30047,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.14494,33.90071,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","135","13135050435",G1301350050435,"13135","1346356",Lilburn city,G13046356,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"30509",st_429633,Dollar General 18209,A111307,"6905",Mableton Pkwy SE,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.54325,33.78545,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","067","13067031312",G1300670031312,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"30593",st_429931,Dollar General 18636,A111652,"791",Main St,,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.16972,33.80219,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089021907",G1300890021907,"13089","1373816",Stone Mountain city,G13073816,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"30933",st_431317,Dollar Tree 7375,A125633,"3599",Mlk Jr Dr SW,,Atlanta,GA,30331,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.50498,33.75924,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007807",G1301210007807,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"30935",st_431277,Dollar Tree 7322,A125588,"3590",Panola Rd,,Stonecrest,GA,30038,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.1775,33.68042,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023416",G1300890023416,"13089","1373784",Stonecrest city,G13073784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"31014",st_430937,Dollar Tree 1400,A120341,6055A,Old National Hwy,,Atlanta,GA,30349,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.46883,33.58994,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121010508",G1301210010508,"13121",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"31044",st_431274,Dollar Tree 7317,A125586,"791",Veterans Memorial Hwy SE,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.53197,33.80798,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","067","13067031313",G1300670031313,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"31141",st_432913,Family Dollar Store 8049,A148649,1250-480,Tech Dr,,Norcross,GA,30093,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.16364,33.91468,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","135","13135050421",G1301350050421,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"31167",st_432562,Family Dollar 12123,A020055,"1531",Campbellton Rd SW,,Atlanta,GA,30311,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.43855,33.71306,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007602",G1301210007602,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31198",st_432533,Family Dollar 12070,A141402,"1938",Metropolitan Pkwy SW,,Atlanta,GA,30315,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.40802,33.70165,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007500",G1301210007500,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"31268",st_432403,Family Dollar 11891,A141252,"2579",Gresham Rd SE,,Atlanta,GA,30316,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.31055,33.71292,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023803",G1300890023803,"13089","1335240",Gresham Park CDP,G13035240,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"31293",st_432715,Family Dollar Store 11892,A144562,"2925",Headland Dr,,Atlanta,GA,30344,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.48433,33.6901,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121011301",G1301210011301,"13121","1325720",East Point city,G13025720,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"31341",st_432773,Family Dollar Store 2349,A145200,3721A,Campbellton Rd SW,,Atlanta,GA,30331,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.51018,33.69044,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","121","13121007703",G1301210007703,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"31385",st_432789,Family Dollar Store 2602,A145356,4812 C,Redan Rd,,Stone Mountain,GA,30088,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.19526,33.76146,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","089","13089023208",G1300890023208,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"31399",st_432379,Family Dollar 11748,A141137,"5380",Brownsville Rd,,Powder Springs,GA,30127,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.72128,33.82364,0,0,0,0,0,0,0,0,0,0,1,1,usda,,"13","067","13067031509",G1300670031509,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
