fid,store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,X,Y,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,method,match,st_fips,COUNTYFP,tract_fips,gisjn_tct,cty_fips,place_fips,place_name,gisjn_plc,msa_fips,msa_name,msaclass_name,msa_class,gisjn_msa,puma_fips,gisjn_puma
"1213",st_146444,DOLLAR GENERAL 8589,A116985,"1241",Moreland Ave SE Ste A,,Atlanta,GA,30316,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.3495,33.72074,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121006900",G1301210006900,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301007",G13001007
"1557",st_146428,DOLLAR GENERAL 1566,A109529,"134",S Clayton St Ste 15B,,Lawrenceville,GA,30046,Combination Grocery/Other,2,Small retail,4,Dollar General,-83.98703,33.94878,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050521",G1301350050521,"13135","1345488",Lawrenceville city,G13045488,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"1599",st_153511,DOLLAR GENERAL 9612,A117868,"1391",VETERANS MEMORIAL PKWY SU,,MABLETON,GA,30126,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.59525,33.8152,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031308",G1300670031308,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"1784",st_153482,DOLLAR GENERAL 6034,A114830,"1462",Roswell Rd,,Marietta,GA,30062,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.50912,33.95089,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030505",G1300670030505,"13067","1349756",Marietta city,G13049756,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"1980",st_149131,DOLLAR GENERAL 9160,A117467,"1500",Pleasant Hill Rd,,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.12292,33.94207,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050542",G1301350050542,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"3065",st_151241,DOLLAR GENERAL 3399,A113314,"2190",Midway Rd,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.69828,33.74834,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080202",G1300970080202,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"3245",st_151245,DOLLAR GENERAL 3406,A113320,"2282",Lake Harbin Rd,,Morrow,GA,30260,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.31567,33.58308,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040408",G1300630040408,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"3375",st_146401,DOLLAR GENERAL 1520,A109129,"2326",Henry Clower Blvd,,Snellville,GA,30078,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.02454,33.85524,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050719",G1301350050719,"13135","1371604",Snellville city,G13071604,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"3458",st_025949,Dollar General 10272,A104496,"2418",Devonion Dr,,Villa Rica,GA,30180,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.89511,33.73181,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080404",G1300970080404,"13097","1379528",Villa Rica city,G13079528,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"3574",st_151323,DOLLAR GENERAL 8200,A116666,"2561",Austell Rd SE,Ste 14,MARIETTA,GA,30008,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.57887,33.89097,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031005",G1300670031005,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"3674",st_151307,DOLLAR GENERAL 3937,A113754,"250",Windy Hill Rd SE,,Marietta,GA,30060,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.55204,33.8947,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031004",G1300670031004,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"3754",st_146397,DOLLAR GENERAL 8948,A117281,"2688",Stone Dr SW,,Lilburn,GA,30047,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.09712,33.81052,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050415",G1301350050415,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"3778",st_151286,DOLLAR GENERAL 1757,A110809,"2768",Cobb Pkwy NW,,Kennesaw,GA,30152,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.62207,34.02073,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030227",G1300670030227,"13067","1343192",Kennesaw city,G13043192,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"3872",st_146347,DOLLAR GENERAL 4011,A113817,"286",Highway 138 SW,,Riverdale,GA,30274,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.40001,33.54287,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040516",G1300630040516,"13063","1365464",Riverdale city,G13065464,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"3940",st_148342,DOLLAR GENERAL 3916,A113736,"2922",Evans Mill Rd,,Lithonia,GA,30038,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.11906,33.69956,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023418",G1300890023418,"13089","1373784",Stonecrest city,G13073784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"5133",st_151267,DOLLAR GENERAL 613,A114911,"4110",Austell Powder Springs Rd,,Powder Springs,GA,30127,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.66935,33.85348,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031505",G1300670031505,"13067","1362524",Powder Springs city,G13062524,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303003",G13003003
"5361",st_146314,DOLLAR GENERAL 13079,A107221,"4351",Hugh Howell Rd,,Tucker,GA,30084,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.20932,33.85192,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089021806",G1300890021806,"13089","1377652",Tucker city,G13077652,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"5400",st_151264,DOLLAR GENERAL 8143,A116623,"4465",Campbellton Rd SW,,Atlanta,GA,30331,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.53435,33.69615,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121007802",G1301210007802,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
"5566",st_146394,DOLLAR GENERAL 7901,A116425,"4733",Redan Rd,,Stone Mountain,GA,30088,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.19867,33.76227,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023206",G1300890023206,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"5593",st_153499,DOLLAR GENERAL 9332,A117613,"4870",Highway 5,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.80505,33.67364,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080506",G1300970080506,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"5662",st_151328,DOLLAR GENERAL 8524,A116938,"4961",Regions Dr NW,,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.64768,34.07634,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030107",G1300670030107,"13067","1300408",Acworth city,G13000408,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"6090",st_153534,DOLLAR GENERAL 8548,A116957,"5450",PEACHTREE PKWY,,NORCROSS,GA,30092,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.22074,33.97112,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050308",G1301350050308,"13135","1359735",Peachtree Corners city,G13059735,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"6124",st_146287,DOLLAR GENERAL 2564,A112621,"5570",Lawrenceville Hwy NW,,Lilburn,GA,30047,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.16389,33.88143,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050432",G1301350050432,"13135","1346356",Lilburn city,G13046356,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"6174",st_151261,DOLLAR GENERAL 8090,A116575,"5611",Riverdale Rd,,College Park,GA,30349,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.43027,33.60203,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040204",G1300630040204,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"6180",st_146514,DOLLAR GENERAL 8947,A117280,"5610",Singleton Rd,,Norcross,GA,30093,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.18389,33.90828,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050419",G1301350050419,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"6283",st_153254,DOLLAR GENERAL 1492,A108873,"592",Main St,,Palmetto,GA,30268,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.66788,33.52011,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121010400",G1301210010400,"13121","1358884",Palmetto city,G13058884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"6284",st_146395,DOLLAR GENERAL 8243,A116703,"5978",Memorial Dr,,Stone Mountain,GA,30083,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.1946,33.80183,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089021908",G1300890021908,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302003",G13002003
"6313",st_029967,DOLLAR GENERAL 9040,A117354,"6040",Central Church Rd,,Douglasville,GA,30135,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.77256,33.70406,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080506",G1300970080506,"13097",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"6344",st_146399,DOLLAR GENERAL 9046,A117360,"60",Garnett St,,Buford,GA,30518,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.0055,34.11946,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050105",G1301350050105,"13135","1311784",Buford city,G13011784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304002",G13004002
"6439",st_151263,Dollar General 8138,A116619,"6134",E Broad St,,Douglasville,GA,30134,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.73341,33.75879,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080303",G1300970080303,"13097","1323900",Douglasville city,G13023900,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"6659",st_146354,DOLLAR GENERAL 8077,A116561,"6489",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.37345,33.57774,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040415",G1300630040415,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"6722",st_017456,DOLLAR GENERAL 10145,A104380,"6633",Covington Hwy,,Lithonia,GA,30058,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.14677,33.71766,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023310",G1300890023310,"13089","1373784",Stonecrest city,G13073784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302001",G13002001
"6732",st_151232,DOLLAR GENERAL 2498,A112571,"6620",Highway 85,,Riverdale,GA,30274,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.41235,33.57405,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040522",G1300630040522,"13063","1365464",Riverdale city,G13065464,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"6742",st_025953,Dollar General 9725,A117966,"6641",Roosevelt Hwy,,Union City,GA,30291,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.56042,33.57708,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121010513",G1301210010513,"13121","1378324",Union City city,G13078324,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"7463",st_153523,DOLLAR GENERAL 7574,A116147,"8160",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.36355,33.53134,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040612",G1300630040612,"13063","1342604",Jonesboro city,G13042604,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"7668",st_151249,DOLLAR GENERAL 3923,A113741,"8657",Tara Blvd,,Jonesboro,GA,30236,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.36378,33.5188,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040612",G1300630040612,"13063",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"7825",st_151260,DOLLAR GENERAL 7554,A116132,"900",Thornton Rd Ste F,,Lithia Springs,GA,30122,Combination Grocery/Other,2,Small retail,4,Dollar General,-84.60712,33.77991,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","097","13097080102",G1300970080102,"13097","1346832",Lithia Springs CDP,G13046832,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304400",G13004400
"8253",st_046432,Dollar Tree 3069,A121946,"11337",Tara Blvd,,Hampton,GA,30228,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.32437,33.44644,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040608",G1300630040608,"13063","1347616",Lovejoy city,G13047616,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305001",G13005001
"8462",st_046009,Dollar Tree 227,A121152,"1630",Pleasant Hill Rd Ste 130,,Duluth,GA,30096,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.12514,33.94527,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050542",G1301350050542,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304006",G13004006
"8519",st_046010,Dollar Tree 280,A121673,"180",Cobb Pkwy S,,Marietta,GA,30060,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.51881,33.94733,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030800",G1300670030800,"13067","1349756",Marietta city,G13049756,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"8532",st_062622,Dollar Tree 3478,A122252,"1821",Mount Zion Rd,,Morrow,GA,30260,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.33159,33.56957,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","063","13063040412",G1300630040412,"13063","1353004",Morrow city,G13053004,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1305002",G13005002
"8549",st_046420,Dollar Tree 1114,A120096,"1935",Buford Mill Dr,,Buford,GA,30519,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-83.98983,34.08581,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050106",G1301350050106,"13135","1311784",Buford city,G13011784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304002",G13004002
"8565",st_046015,Dollar Tree 436,A123088,"1900",Rockbridge Rd,,Stone Mountain,GA,30087,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.119,33.82375,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050430",G1301350050430,"13135","1353186",Mountain Park CDP,G13053186,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"8570",st_046013,Dollar Tree 370,A122476,"1997",Scenic Hwy N,,Snellville,GA,30078,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.01511,33.87034,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050720",G1301350050720,"13135","1371604",Snellville city,G13071604,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304005",G13004005
"8654",st_046436,Dollar Tree 3277,A122154,"2145",Roswell Rd,,Marietta,GA,30062,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.49052,33.96756,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030505",G1300670030505,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303001",G13003001
"8749",st_060577,Dollar Tree 3588,A122362,"2505",Chastain Meadows Pkwy,,Marietta,GA,30066,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.55456,34.01518,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030228",G1300670030228,"13067",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"8920",st_062623,Dollar Tree 3617,A122391,"3335",Cobb Pkwy NW,,Acworth,GA,30101,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.68329,34.03566,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067030101",G1300670030101,"13067","1300408",Acworth city,G13000408,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303002",G13003002
"8945",st_060317,Dollar Tree 717,A125462,"3447",Memorial Dr,,Decatur,GA,30032,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.27136,33.75258,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089022900",G1300890022900,"13089","1306884",Belvedere Park CDP,G13006884,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1302002",G13002002
"9050",st_046418,Dollar Tree 1083,A120069,"4015",Holcomb Bridge Rd,,Norcross,GA,30092,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.25529,33.9665,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050310",G1301350050310,"13135","1359735",Peachtree Corners city,G13059735,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304001",G13004001
"9148",st_046012,Dollar Tree 318,A122058,"4740",Jonesboro Rd,,Union City,GA,30291,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.5423,33.56953,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121010513",G1301210010513,"13121","1378324",Union City city,G13078324,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"9219",st_046018,Dollar Tree 713,A125423,"5590",Mableton Pkwy SW,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.57558,33.81759,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031312",G1300670031312,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"9257",st_048073,Dollar Tree 3220,A122101,"5805",State Bridge Rd,,Duluth,GA,30097,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.1898,34.01799,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121011623",G1301210011623,"13121","1342425",Johns Creek city,G13042425,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301002",G13001002
"9465",st_046427,Dollar Tree 2238,A121120,"8100",Mall Pkwy Ste 610,,Lithonia,GA,30038,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.09374,33.69351,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023418",G1300890023418,"13089","1373784",Stonecrest city,G13073784,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"9546",st_048061,Dollar Tree 0537,A119919,"925",Lawrenceville Suwanee Rd,,Lawrenceville,GA,30043,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-84.01803,33.97137,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","135","13135050523",G1301350050523,"13135",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304003",G13004003
"9632",st_042388,Family Dollar Store 6238,A147521,"1047",Alpharetta St,,Roswell,GA,30075,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.35891,34.027,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121011405",G1301210011405,"13121","1367284",Roswell city,G13067284,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301005",G13001005
"9725",st_042073,Family Dollar Store 499,A146743,"10",SW Broad St,,Fairburn,GA,30213,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.58169,33.56662,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121010514",G1301210010514,"13121","1328380",Fairburn city,G13028380,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301004",G13001004
"9785",st_041709,Family Dollar Store 5300,A146920,"1104",Moreland Ave SE,,Atlanta,GA,30316,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.34937,33.72443,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089020900",G1300890020900,"13089","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301007",G13001007
"9802",st_042058,Family Dollar Store 1728,A144910,"1165",Ralph David Abernathy Blvd SW,,Atlanta,GA,30310,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.42593,33.73857,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121004100",G1301210004100,"13121","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1304600",G13004600
"9895",st_041117,Family Dollar Store 364,A145936,"1255",Veterans Memorial Hwy SW,,Mableton,GA,30126,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.59067,33.81651,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","067","13067031306",G1300670031306,"13067","1348288",Mableton CDP,G13048288,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1303004",G13003004
"9980",st_040758,Family Dollar Store 716,A148071,"1410",Custer Ave SE,,Atlanta,GA,30316,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.34272,33.71752,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089023801",G1300890023801,"13089",,,,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301008",G13001008
"10112",st_042054,Family Dollar Store 1469,A144754,"1655",Memorial Dr SE,,Atlanta,GA,30317,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.33366,33.74744,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","089","13089020900",G1300890020900,"13089","1304000",Atlanta city,G13004000,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301007",G13001007
"10128",st_041116,Family Dollar Store 7189,A148087,"1616",Virginia Ave,,Atlanta,GA,30337,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.44208,33.65919,1,1,1,1,1,1,1,1,1,1,1,1,usda,,"13","121","13121012300",G1301210012300,"13121","1317776",College Park city,G13017776,"12060","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA Metro Area",M1,G12060,"1301003",G13001003
